place,year,mass_g,longitude,latitude,fell_found
LEW 86149,1986,18.8,161.34873,-84.25868,Found
LEW 86182,1986,18.8,161.34647,-84.25587,Found
LEW 88144,1988,18.8,161.38584,-84.24661,Found
FRO 90028,1990,18.8,160.50952,-72.95359,Found
Camel Donga 041,1993,18.8,126.8755,-30.11683,Found
QUE 94282,1994,18.8,168,-84,Found
QUE 94426,1994,18.8,168,-84,Found
QUE 94659,1994,18.8,168,-84,Found
JaH 748,,18.8,56.43833,19.84917,Found
ALHA78125,1978,18.8,159.66667,-76.71667,Found
LEW 86038,1986,18.8,161.38919,-84.25352,Found
LEW 88670,1988,18.8,161.40526,-84.2775,Found
EET 90668,1990,18.8,156.43538,-76.26636,Found
EET 96205,1996,18.8,157.16667,-76.18333,Found
El MÌ©dano 090,2011,18.8,-70.53333,-24.85,Found
QUE 97303,1997,18.8,168,-84,Found
QUE 97304,1997,18.8,168,-84,Found
Y-791941,1979,18.79,35.66667,-71.5,Found
Y-82072,1982,18.79,35.66667,-71.5,Found
Y-793279,1979,18.78,35.66667,-71.5,Found
LAP 02281,2002,18.78,-70,-86.36667,Found
JaH 416,2007,18.77,56.42157,19.7872,Found
GRV 022191,2003,18.76,75.30556,-72.78139,Found
GRV 052776,2006,18.76,75.31389,-72.77778,Found
Y-790167,1979,18.75,35.66667,-71.5,Found
GRV 052975,2006,18.75,75.30528,-72.77778,Found
A-881352,1988,18.72,26,-72,Found
Y-791467,1979,18.71,35.66667,-71.5,Found
Y-790183,1979,18.71,35.66667,-71.5,Found
LEW 88752,1988,18.7,161.36201,-84.27365,Found
ALHA77125,1977,18.7,159.66667,-76.71667,Found
ALHA81308,1981,18.7,159.37639,-76.7475,Found
ALH 85071,1985,18.7,156.72098,-76.9025,Found
LEW 88635,1988,18.7,161.40633,-84.27148,Found
EET 90512,1990,18.7,156.46017,-76.28632,Found
PCA 91097,1991,18.7,-69.0411,-85.65587,Found
MET 001056,2000,18.7,159.75,-79.68333,Found
MET 001117,2000,18.7,159.75,-79.68333,Found
ALHA77133,1977,18.7,159.66667,-76.71667,Found
ALHA77147,1977,18.7,159.66667,-76.71667,Found
LEW 88305,1988,18.7,161.34246,-84.2881,Found
GRA 98133,1998,18.7,-141.5,-86.71667,Found
GRA 98179,1998,18.7,-141.5,-86.71667,Found
MET 001017,2000,18.7,159.75,-79.68333,Found
Y-790744,1979,18.7,35.66667,-71.5,Found
QUE 94656,1994,18.7,168,-84,Found
MET 01239,2001,18.7,159.75,-79.68333,Found
EET 90953,1990,18.7,156.43756,-76.27111,Found
QUE 94551,1994,18.7,168,-84,Found
QUE 99735,1999,18.7,168,-84,Found
Y-791232,1979,18.69,35.66667,-71.5,Found
A-87100,1987,18.69,26,-72,Found
GRV 053084,2006,18.69,75.31556,-72.77917,Found
Y-790145,1979,18.69,35.66667,-71.5,Found
GRV 022229,2003,18.68,75.32083,-72.77833,Found
A-880233,1988,18.66,26,-72,Found
RhDL 027,2002,18.65,-115.34062,35.68078,Found
Y-74540,1974,18.65,35.66667,0,Found
GRV 021550,2003,18.63,75.32028,-72.93472,Found
GRV 053687,2006,18.63,75.21778,-72.84528,Found
Y-791910,1979,18.61,35.66667,-71.5,Found
Tibooburra,1970,18.6,142.01667,-29.43333,Found
MET 01269,2001,18.6,159.75,-79.68333,Found
EET 83293,1983,18.6,157.23917,-76.29611,Found
LEW 85407,1985,18.6,161.35154,-84.28901,Found
LEW 86460,1986,18.6,161.6814,-84.27396,Found
LEW 88179,1988,18.6,161.40563,-84.24656,Found
EET 90097,1990,18.6,156.42033,-76.28563,Found
RKP 92415,1992,18.6,158.24891,-76.23833,Found
MET 00427,2000,18.6,155.75,-79.68333,Found
QUE 94697,1994,18.6,168,-84,Found
QUE 97218,1997,18.6,168,-84,Found
GRV 020283,2003,18.6,75.24639,-72.98389,Found
EET 87841,1987,18.6,156.44887,-76.28326,Found
EET 90842,1990,18.6,156.48001,-76.28015,Found
RKP 92412,1992,18.6,158.17431,-76.27165,Found
QUE 93239,1993,18.6,162.19833,-84.59914,Found
Sleeper Camp 020,1993,18.6,126.25117,-30.1135,Found
MET 001079,2000,18.6,159.75,-79.68333,Found
Y-792009,1979,18.6,35.66667,-71.5,Found
JaH 082,2003,18.59,55.69723,19.5656,Found
GRV 052988,2006,18.57,75.31028,-72.77778,Found
Y-74069,1974,18.57,35.66667,-71.5,Found
A-881466,1988,18.57,26,-72,Found
GRV 051685,2006,18.57,75.30917,-72.78083,Found
Y-790466,1979,18.56,35.66667,-71.5,Found
GRV 052986,2006,18.56,75.31333,-72.77917,Found
Y-792051,1979,18.56,35.66667,-71.5,Found
A-881050,1988,18.55,26,-72,Found
Sawtooth Knob,2002,18.54,-118.54167,40.86217,Found
Y-790362,1979,18.54,35.66667,-71.5,Found
GRV 022451,2003,18.53,75.33944,-72.77306,Found
A-880819,1988,18.52,26,-72,Found
Y-792024,1979,18.52,35.66667,-71.5,Found
GRV 022156,2003,18.51,75.31361,-72.77889,Found
LEW 85383,1985,18.5,161.34604,-84.27423,Found
Y-792900,1979,18.5,35.66667,-71.5,Found
PCA 91297,1991,18.5,-68.26503,-85.67946,Found
ALHA81274,1981,18.5,159.38667,-76.695,Found
LEW 86464,1986,18.5,161.67817,-84.27406,Found
LEW 87128,1987,18.5,161.41427,-84.25366,Found
QUE 94289,1994,18.5,168,-84,Found
QUE 94687,1994,18.5,168,-84,Found
CyDL 120,1999,18.5,-116.76872,35.05893,Found
LEW 86066,1986,18.5,161.69169,-84.27374,Found
LEW 86196,1986,18.5,161.68676,-84.27382,Found
PCA 91375,1991,18.5,-69.05721,-85.65905,Found
MET 001131,2000,18.5,159.75,-79.68333,Found
ALH 85155,1985,18.5,156.43685,-76.84811,Found
QUE 94417,1994,18.5,168,-84,Found
Istifane 003,2005,18.5,-5.71712,31.48583,Found
Y-790191,1979,18.5,35.66667,-71.5,Found
EET 87641,1987,18.5,156.44065,-76.28339,Found
EET 90725,1990,18.5,156.40184,-76.2773,Found
GEO 99110,1999,18.5,155.5,-82.5,Found
MET 001119,2000,18.5,159.75,-79.68333,Found
EET 87851,1987,18.5,156.09487,-76.04195,Found
QUE 94443,1994,18.5,168,-84,Found
QUE 97147,1997,18.5,168,-84,Found
QUE 97597,1997,18.5,168,-84,Found
QUE 99282,1999,18.5,168,-84,Found
Y-74527,1974,18.49,35.66667,0,Found
A-880337,1988,18.49,26,-72,Found
Y-790975,1979,18.48,35.66667,-71.5,Found
Y-791679,1979,18.46,35.66667,-71.5,Found
A-880931,1988,18.44,26,-72,Found
Y-74378,1974,18.44,35.66667,-71.5,Found
Dho 798,2001,18.43,54.53677,19.0605,Found
Red Canyon Lake,2007,18.41,-119.75812,38.13742,Fell
EET 92025,1992,18.4,156.26121,-76.05229,Found
PAT 91526,1991,18.4,-62.25241,-84.79042,Found
ALHA77070,1977,18.4,159.66667,-76.71667,Found
ALHA78123,1978,18.4,159.66667,-76.71667,Found
TIL 82413,1982,18.4,-91,-85.25,Found
ALH 83055,1983,18.4,159.39833,-76.69889,Found
ALH 82116,1982,18.4,157.04639,-77.03694,Found
LEW 88545,1988,18.4,161.32766,-84.28379,Found
LV 020,2002,18.4,-116.943,34.4918,Found
Muroc,1936,18.4,-117.83333,34.91667,Found
QUE 99465,1999,18.4,168,-84,Found
QUE 99239,1999,18.4,168,-84,Found
MET 00846,2000,18.4,159.75,-79.68333,Found
MET 001007,2000,18.4,159.75,-79.68333,Found
EET 87773,1987,18.4,157.16667,-76.18333,Found
EET 87780,1987,18.4,156.461,-76.28145,Found
EET 90314,1990,18.4,156.47667,-76.27347,Found
EET 90581,1990,18.4,156.47658,-76.28218,Found
EET 90576,1990,18.4,156.43571,-76.27094,Found
BM 002,2004,18.4,-114.20783,34.71933,Found
RKPA80238,1980,18.4,158.21734,-76.24369,Found
ALH 85084,1985,18.4,156.11587,-76.82813,Found
QUE 93455,1993,18.4,168,-84,Found
QUE 97867,1997,18.4,168,-84,Found
JaH 348,2006,18.4,55.11883,19.53367,Found
Y-790246,1979,18.4,35.66667,-71.5,Found
Y-86713,1986,18.37,35.66667,-71.5,Found
Y-790054,1979,18.35,35.66667,-71.5,Found
Y-792544,1979,18.34,35.66667,-71.5,Found
Y-86018,1986,18.34,35.66667,-71.5,Found
Y-793465,1979,18.33,35.66667,-71.5,Found
A-881344,1988,18.32,26,-72,Found
JaH 431,2007,18.319,56.39985,19.76285,Found
A-881399,1988,18.31,26,-72,Found
PCA 91077,1991,18.3,-69.07182,-85.69629,Found
ALHA77265,1977,18.3,159.66667,-76.71667,Found
ALH 85144,1985,18.3,159.38364,-76.69837,Found
LEW 86155,1986,18.3,161.40239,-84.2568,Found
LEW 88355,1988,18.3,161.40509,-84.27045,Found
LEW 88704,1988,18.3,161.36094,-84.27388,Found
FRO 90152,1990,18.3,160.4661,-72.95556,Found
QUE 94777,1994,18.3,168,-84,Found
MET 00924,2000,18.3,159.75,-79.68333,Found
CyDL 138,2000,18.3,-116.76645,35.05283,Found
LEW 86168,1986,18.3,161.391,-84.25715,Found
LEW 88360,1988,18.3,161.38936,-84.25147,Found
LEW 88745,1988,18.3,161.3873,-84.28433,Found
QUE 97576,1997,18.3,168,-84,Found
FRO 90006,1990,18.3,160.48444,-72.97296,Found
QUE 99647,1999,18.3,168,-84,Found
EET 90075,1990,18.3,156.4178,-76.28279,Found
EET 96219,1996,18.3,157.16667,-76.18333,Found
Tieret 005,2009,18.3,10.04677,30.96759,Found
QUE 97662,1997,18.3,168,-84,Found
QUE 97894,1997,18.3,168,-84,Found
QUE 97895,1997,18.3,168,-84,Found
QUE 99648,1999,18.3,168,-84,Found
MET 01151,2001,18.3,159.75,-79.68333,Found
Bethel (a),1968,18.3,-103.38333,34.23333,Found
Y-790201,1979,18.3,35.66667,-71.5,Found
Y-791019,1979,18.29,35.66667,-71.5,Found
Y-790283,1979,18.28,35.66667,-71.5,Found
Y-790806,1979,18.27,35.66667,-71.5,Found
RhDL 064,2002,18.26,-115.3566,35.67725,Found
A-87265,1987,18.24,26,-72,Found
Y-791615,1979,18.22,35.66667,-71.5,Found
FRO 90231,1990,18.21,160.44083,-72.955,Found
EET 92105,1992,18.2,156.01349,-76.06641,Found
FRO 01037,2001,18.2,160.40528,-72.98889,Found
LEW 86165,1986,18.2,161.41026,-84.25909,Found
ALH 88053,1988,18.2,159.40262,-76.72056,Found
FRO 90005,1991,18.2,160.44071,-72.95551,Found
ALHA77100,1977,18.2,159.66667,-76.71667,Found
PCA 91462,1991,18.2,-68.22148,-85.67238,Found
EET 99432,1999,18.2,157.16667,-76.18333,Found
MET 001027,2000,18.2,159.75,-79.68333,Found
FRO 01134,2001,18.2,160.4,-72.99222,Found
ALHA77146,1977,18.2,159.66667,-76.71667,Found
LEW 86416,1986,18.2,161.69299,-84.27374,Found
LEW 86201,1986,18.2,161.38401,-84.25578,Found
QUE 94384,1994,18.2,168,-84,Found
RC 002,1973,18.2,-103.65,33.71667,Found
EET 83356,1983,18.2,157.23472,-76.29639,Found
LEW 86231,1986,18.2,161.39995,-84.25464,Found
LEW 88346,1988,18.2,161.3713,-84.26909,Found
EET 90685,1990,18.2,156.44217,-76.26961,Found
EET 90429,1990,18.2,156.41234,-76.26941,Found
EET 90380,1990,18.2,156.40335,-76.26968,Found
QUE 97115,1997,18.2,168,-84,Found
GRA 98066,1998,18.2,-141.5,-86.71667,Found
QUE 97133,1997,18.2,168,-84,Found
Y-791937,1979,18.19,35.66667,-71.5,Found
Y-793390,1979,18.17,35.66667,-71.5,Found
Y-791727,1979,18.17,35.66667,-71.5,Found
Y-790998,1979,18.15,35.66667,-71.5,Found
GRV 022388,2003,18.15,75.34028,-72.77361,Found
Y-792045,1979,18.14,35.66667,-71.5,Found
MET 00821,2000,18.14,155.75,-79.68333,Found
A-87218,1987,18.12,26,-72,Found
LAP 02233,2002,18.1,-70,-86.36667,Found
NWA 770,2000,18.1,-11.83383,20.34667,Found
TM 543,2007,18.1,-117.62032,39.68938,Found
A-880893,1988,18.1,26,-72,Found
PCA 91425,1991,18.1,-68.95035,-85.68684,Found
QUE 93291,1993,18.1,168,-84,Found
QUE 93449,1993,18.1,168,-84,Found
QUE 93199,1993,18.1,162.57308,-84.57586,Found
MET 001037,2000,18.1,159.75,-79.68333,Found
MET 00408,2000,18.1,155.75,-79.68333,Found
QUE 93290,1993,18.1,168,-84,Found
MET 01199,2001,18.1,159.75,-79.68333,Found
EET 87811,1987,18.1,156.48147,-76.26861,Found
EET 90154,1990,18.1,156.50891,-76.27392,Found
QUE 02121,2002,18.1,168,-84,Found
QUE 97731,1997,18.1,168,-84,Found
QUE 99686,1999,18.1,168,-84,Found
Y-7307,1973,18.1,35.66667,-71.5,Found
QUE 94528,1994,18.1,168,-84,Found
Y-792006,1979,18.09,35.66667,-71.5,Found
A-880260,1988,18.09,26,-72,Found
Y-791068,1979,18.07,35.66667,-71.5,Found
Y-86190,1986,18.07,35.66667,-71.5,Found
Y-790204,1979,18.07,35.66667,-71.5,Found
Y-792012,1979,18.07,35.66667,-71.5,Found
Y-74131,1974,18.06,35.66667,-71.5,Found
A-880089,1988,18.06,26,-72,Found
Y-82084,1982,18.05,35.66667,-71.5,Found
LAP 02395,2002,18.05,-70,-86.36667,Found
Y-791464,1979,18.02,35.66667,-71.5,Found
CdDL 008,2000,18.02,-117.48333,35.28333,Found
MET 00899,2000,18.01,155.75,-79.68333,Found
QUE 02107,2002,18.01,168,-84,Found
EET 90049,1990,18,156.40313,-76.28143,Found
ALH 88045,1988,18,159.09493,-76.70495,Found
TIL 07007,2007,18,-94.614,-85.15633,Found
PCA 91114,1991,18,-68.62978,-85.66182,Found
Dho 930,2003,18,54.55833,19.39,Found
LEW 86197,1986,18,161.69375,-84.27366,Found
LEW 86458,1986,18,161.68425,-84.27389,Found
Beni Semguine,1998,18,-5.66667,30.16667,Found
A-880673,1988,18,26,-72,Found
QUE 93294,1993,18,168,-84,Found
SaU 320,2004,18,57.26333,21.075,Found
Caleta el Cobre 002,2010,18,-70.51667,-24.25,Found
Rub' al-Khali 003,1957,18,50,20,Found
MET 01148,2001,18,159.75,-79.68333,Found
Bhagur,1877,18,74.83333,20.88333,Fell
EET 90940,1990,18,156.44219,-76.26729,Found
EET 90973,1990,18,156.43265,-76.27599,Found
Muckera 010,1991,18,130.08333,-30.36667,Found
Spruce 002,2011,18,-114.708,40.792,Found
QUE 97106,1997,18,168,-84,Found
QUE 97407,1997,18,168,-84,Found
QUE 97916,1997,18,168,-84,Found
ALH 85138,1985,18,156.44748,-76.83523,Found
A-880332,1988,17.99,26,-72,Found
MET 00895,2000,17.97,155.75,-79.68333,Found
A-881766,1988,17.96,26,-72,Found
Y-790743,1979,17.96,35.66667,-71.5,Found
RaS 006,2003,17.95,56.3088,20.05425,Found
Y-86007,1986,17.93,35.66667,-71.5,Found
A-881264,1988,17.93,26,-72,Found
DaG 1000,1997,17.92,16.36583,27.0135,Found
A-87259,1987,17.91,26,-72,Found
PAT 91546,1991,17.9,-62.14942,-84.57525,Found
LEW 88008,1988,17.9,161.48636,-84.23854,Found
MAC 02635,2002,17.9,160.5,-84.21667,Found
Y-791928,1979,17.9,35.66667,-71.5,Found
Y-86284,1986,17.9,35.66667,-71.5,Found
El MÌ©dano 053,2011,17.9,-70.53333,-24.85,Found
ALHA77045,1977,17.9,159.66667,-76.71667,Found
ALHA78018,1978,17.9,159.66667,-76.71667,Found
ALH 85143,1985,17.9,156.32119,-76.84689,Found
ALHA81268,1981,17.9,159.31116,-76.6776,Found
LEW 88129,1988,17.9,161.60503,-84.23427,Found
LEW 88359,1988,17.9,161.4517,-84.25283,Found
EET 90151,1990,17.9,156.5012,-76.26864,Found
GRA 98100,1998,17.9,-141.5,-86.71667,Found
MET 001002,2000,17.9,159.75,-79.68333,Found
GRO 95534,1995,17.9,175,-85.66667,Found
JaH 775,,17.9,56.50917,19.81167,Found
QUE 93447,1993,17.9,168,-84,Found
QUE 94740,1994,17.9,168,-84,Found
RdDL 024,2003,17.9,-114.032,35.69732,Found
EET 90536,1990,17.9,156.46467,-76.28458,Found
GRV 022785,2003,17.9,75.33778,-72.77556,Found
El MÌ©dano 138,2011,17.9,-70.53333,-24.85,Found
MET 00868,2000,17.9,159.75,-79.68333,Found
MET 001096,2000,17.9,159.75,-79.68333,Found
Y-74130,1974,17.9,36.25833,-71.80861,Found
Y-792901,1979,17.88,35.66667,-71.5,Found
Y-792025,1979,17.84,35.66667,-71.5,Found
A-880666,1988,17.84,26,-72,Found
Y-74482,1974,17.82,35.66667,0,Found
LAP 02268,2002,17.81,-70,-86.36667,Found
GRV 021504,2003,17.81,75.265,-72.94861,Found
EET 92070,1992,17.8,156.01113,-76.05977,Found
PCA 91245,1991,17.8,-68.71822,-85.67758,Found
ALHA77152,1977,17.8,159.66667,-76.71667,Found
ALHA78081,1978,17.8,159.66667,-76.71667,Found
LEW 86112,1986,17.8,161.3436,-84.25487,Found
LEW 88209,1988,17.8,161.38519,-84.25119,Found
ALH 88054,1988,17.8,159.36496,-76.71543,Found
PCA 91153,1991,17.8,-69.06277,-85.67858,Found
QUE 93397,1993,17.8,168,-84,Found
MIL 99325,1999,17.8,157,-83.25,Found
MET 01293,2001,17.8,159.75,-79.68333,Found
El MÌ©dano 091,2011,17.8,-70.53333,-24.85,Found
LEW 85368,1985,17.8,161.38307,-84.2827,Found
EET 92191,1992,17.8,155.97864,-76.05668,Found
ALH 97105,1997,17.8,159.66667,-76.71667,Found
EET 87670,1987,17.8,156.44495,-76.28324,Found
EET 90903,1990,17.8,156.4814,-76.28351,Found
EET 90748,1990,17.8,156.44095,-76.28653,Found
EET 90271,1990,17.8,156.43579,-76.28109,Found
QUE 97720,1997,17.8,168,-84,Found
QUE 97104,1997,17.8,168,-84,Found
QUE 97596,1997,17.8,168,-84,Found
QUE 971040,1997,17.8,168,-84,Found
QUE 99320,1999,17.8,168,-84,Found
LAP 02297,2002,17.75,-70,-86.36667,Found
A-880876,1988,17.74,26,-72,Found
Y-790333,1979,17.73,35.66667,-71.5,Found
Y-791782,1979,17.73,35.66667,-71.5,Found
Y-792046,1979,17.73,35.66667,-71.5,Found
MET 00913,2000,17.72,155.75,-79.68333,Found
A-881424,1988,17.71,26,-72,Found
EET 92168,1992,17.7,156.02325,-76.0467,Found
Y-74448,1974,17.7,35.66667,-71.5,Found
ALHA77156,1977,17.7,159.66667,-76.71667,Found
PCA 91451,1991,17.7,-68.60045,-85.65107,Found
RKPA80207,1980,17.7,158.42109,-76.21498,Found
RC 052,1971,17.7,-103.48333,34.1,Found
LEW 88348,1988,17.7,161.4078,-84.27105,Found
CyDL 159,2001,17.7,-116.76872,35.05865,Found
FRO 90069,1990,17.7,160.50065,-72.95431,Found
LEW 87005,1987,17.7,161.40939,-84.34415,Found
LEW 86207,1986,17.7,161.37728,-84.25643,Found
LEW 86267,1986,17.7,161.68663,-84.27372,Found
QUE 94622,1994,17.7,168,-84,Found
QUE 99848,1999,17.7,168,-84,Found
MET 01288,2001,17.7,159.75,-79.68333,Found
JaH 552,2008,17.7,55.18333,19.525,Found
EET 90697,1990,17.7,156.45056,-76.26729,Found
QUE 99518,1999,17.7,168,-84,Found
Tule Valley,2001,17.69,-113.38167,38.99861,Found
Takysie Lake,1965,17.69,-125.5,53.5,Found
Y-792960,1979,17.66,35.66667,-71.5,Found
A-881473,1988,17.65,26,-72,Found
Y-792743,1979,17.65,35.66667,-71.5,Found
Shiï¿½ï¿½r 167,2009,17.65,53.38767,18.32333,Found
A-87296,1987,17.64,26,-72,Found
MET 00629,2000,17.64,155.75,-79.68333,Found
RaS 358,2010,17.63,55.57368,20.44922,Found
Y-791745,1979,17.62,35.66667,-71.5,Found
A-880827,1988,17.62,26,-72,Found
LAP 031372,2003,17.61,-70,-86.36667,Found
A-881378,1988,17.61,26,-72,Found
Y-791446,1979,17.6,35.66667,-71.5,Found
LEW 86303,1986,17.6,161.41772,-84.23624,Found
LEW 86171,1986,17.6,161.3437,-84.25487,Found
LEW 86221,1986,17.6,161.68787,-84.27378,Found
EET 92135,1992,17.6,155.89742,-76.04253,Found
LEW 88261,1988,17.6,161.33846,-84.28456,Found
QUE 93640,1993,17.6,168,-84,Found
MET 001053,2000,17.6,159.75,-79.68333,Found
LEW 86289,1986,17.6,161.35895,-84.27649,Found
EET 90537,1990,17.6,156.47031,-76.2805,Found
EET 90688,1990,17.6,156.44387,-76.26828,Found
QUE 93668,1993,17.6,168,-84,Found
QUE 97209,1997,17.6,168,-84,Found
QUE 97960,1997,17.6,168,-84,Found
Y-793487,1979,17.59,35.66667,-71.5,Found
MAC 02487,2002,17.56,160.5,-84.21667,Found
Y-74071,1974,17.55,35.66667,-71.5,Found
LAP 02419,2002,17.54,-70,-86.36667,Found
A-87021,1987,17.52,26,-72,Found
JaH 232,2005,17.52,56.38977,19.98675,Found
A-881367,1988,17.51,26,-72,Found
Y-790181,1979,17.51,35.66667,-71.5,Found
Y-792794,1979,17.51,35.66667,-71.5,Found
Y-792022,1979,17.51,35.66667,-71.5,Found
EET 92011,1992,17.5,156.03839,-76.02796,Found
O'Malley 016,2011,17.5,131.25508,-30.54019,Found
LEW 85395,1985,17.5,161.39819,-84.28221,Found
LEW 86322,1986,17.5,161.4136,-84.27374,Found
ALH 88055,1988,17.5,159.28725,-76.69458,Found
GRA 98127,1998,17.5,-141.5,-86.71667,Found
LEW 85359,1985,17.5,161.49933,-84.26492,Found
LEW 88183,1988,17.5,161.36108,-84.27162,Found
MET 01099,2001,17.5,159.75,-79.68333,Found
JaH 755,,17.5,56.46139,19.83528,Found
EET 83264,1983,17.5,157.24722,-76.28778,Found
EET 83297,1983,17.5,157.16611,-76.30778,Found
EET 90793,1990,17.5,156.46285,-76.28317,Found
EET 96155,1996,17.5,157.16667,-76.18333,Found
GRV 99002,2000,17.5,75.2,-73.08333,Found
QUE 99251,1999,17.5,168,-84,Found
QUE 99252,1999,17.5,168,-84,Found
MET 00861,2000,17.5,159.75,-79.68333,Found
FRO 90054,1990,17.5,160.43857,-72.95578,Found
Y-790060,1979,17.49,35.66667,-71.5,Found
Y-86651,1986,17.47,35.66667,-71.5,Found
Y-86282,1986,17.43,35.66667,-71.5,Found
FRO 90238,1990,17.41,160.43796,-72.95506,Found
GRV 021502,2003,17.41,75.27361,-72.95167,Found
DEW 96601,1996,17.4,159.83333,-77.2,Found
FRO 95032,1995,17.4,160.41222,-72.98944,Found
CyDL 132,2000,17.4,-116.74847,35.07028,Found
FRO 01102,2001,17.4,160.46139,-72.95222,Found
LEW 86109,1986,17.4,161.38329,-84.2501,Found
EET 87636,1987,17.4,156.46365,-76.26954,Found
QUE 94771,1994,17.4,168,-84,Found
GRA 98125,1998,17.4,-141.5,-86.71667,Found
ALH 85052,1985,17.4,156.13328,-76.82352,Found
LEW 86205,1986,17.4,161.38191,-84.25562,Found
PCA 91103,1991,17.4,-68.27367,-85.6749,Found
QUE 94772,1994,17.4,168,-84,Found
Shiï¿½ï¿½r 138,2007,17.4,53.99495,18.25435,Found
EET 90279,1990,17.4,156.45152,-76.27274,Found
EET 90931,1990,17.4,156.43041,-76.2735,Found
QUE 94723,1994,17.4,168,-84,Found
SaU 444,2007,17.4,56.6687,20.5318,Found
QUE 97067,1997,17.4,168,-84,Found
QUE 97448,1997,17.4,168,-84,Found
QUE 99305,1999,17.4,168,-84,Found
QUE 971046,1997,17.4,168,-84,Found
FRO 03017,2003,17.39,160.48664,-72.95272,Found
LAP 02294,2002,17.38,-70,-86.36667,Found
A-87101,1987,17.38,26,-72,Found
GRV 021501,2003,17.37,75.29861,-72.94444,Found
GRV 022201,2003,17.37,75.30222,-72.78083,Found
Y-790196,1979,17.34,35.66667,-71.5,Found
A-880079,1988,17.34,26,-72,Found
Y-792754,1979,17.33,35.66667,-71.5,Found
GRV 022135,2003,17.33,75.31361,-72.77889,Found
A-880187,1988,17.32,26,-72,Found
A-880080,1988,17.31,24.5,-72.83333,Found
GRV 021700,2003,17.31,75.34833,-72.77333,Found
ALHA81177,1981,17.3,159.39,-76.69139,Found
LEW 87242,1987,17.3,161.7127,-84.27283,Found
ALH 88056,1988,17.3,159.40151,-76.72006,Found
PCA 91263,1991,17.3,-68.43619,-85.56642,Found
QUE 94470,1994,17.3,168,-84,Found
GRV 020230,2003,17.3,75.2142,-72.9833,Found
JaH 744,,17.3,56.45194,19.845,Found
Kinclaven 001,1973,17.3,125.7,-30.46667,Found
LEW 85349,1985,17.3,161.38204,-84.27577,Found
EET 90567,1990,17.3,156.43392,-76.27687,Found
PCA 91278,1991,17.3,-68.73738,-85.67879,Found
QUE 93741,1993,17.3,168,-84,Found
RC 109,2005,17.3,-103.18333,34.21667,Found
Y-792818,1979,17.28,35.66667,-71.5,Found
MET 00721,2000,17.27,155.75,-79.68333,Found
A-87086,1987,17.27,26,-72,Found
Y-793387,1979,17.26,35.66667,-71.5,Found
Y-790361,1979,17.23,35.66667,-71.5,Found
Y-792543,1979,17.22,35.66667,-71.5,Found
GRV 022149,2003,17.21,75.31361,-72.77889,Found
GRV 021481,2003,17.2,75.32417,-72.93528,Found
Y-790484,1979,17.2,35.66667,-71.5,Found
MET 00930,2000,17.2,159.75,-79.68333,Found
LEW 86537,1986,17.2,161.53559,-84.23546,Found
MET 01290,2001,17.2,159.75,-79.68333,Found
Shiï¿½ï¿½r 139,2007,17.2,53.99697,18.25393,Found
SJ 018,2008,17.2,-69.875167,-25.443,Found
EET 87624,1987,17.2,156.47439,-76.26971,Found
EET 87637,1987,17.2,156.44583,-76.28226,Found
MAC 88194,1988,17.2,160.5,-84.21667,Found
EET 90752,1990,17.2,156.4607,-76.28707,Found
EET 90088,1990,17.2,156.45229,-76.27056,Found
EET 90935,1990,17.2,156.4328,-76.27239,Found
EET 90368,1990,17.2,156.43184,-76.27185,Found
EET 90065,1990,17.2,156.42791,-76.28242,Found
GRO 95661,1995,17.2,175,-85.66667,Found
QUE 97203,1997,17.2,168,-84,Found
QUE 97235,1997,17.2,168,-84,Found
Y-81060,1981,17.18,35.66667,-71.5,Found
LAP 02280,2002,17.18,-70,-86.36667,Found
